clean_text,label
omg right and can you imagine the smell soo many feet bro,0
litua bay not sure i spelled that right,0
i have family in long beach i hope this doesn t create a domino effect,0
when are you going to wake up this wasn t a natural earthquake just like japan s meltdown and indonesia in 2004 never listen to these media clowns,1
japan is like oh yeah russia you re provoking tsunamis hold my beer this is going to be cold winter,1
well this time we done nothing,0
this gave me chills in the best way,0
fear mongereing,0
if god saved trump from being shot is this god now punishing us due to his rudimentary policies,0
fear mongering at its absolute best this is a sick world we live in,0
state farm just withdrew tsunami insurance from the state,1
russia russia russia,0
fire water air god only has one form of bending left to defeat california,0
thank you,0
here comes trump blaming this on biden obama and dei,0
unlike you who is blaming him gfy,0
darrellmessbarger3827 ma am dont get offended,0
darrellmessbarger3827 you re hysterical darrell calm down,0
why put fear in people come on now yall are not jesus,0
so what democrats are we blaming,0
they all are guilty of something that is the nature of demonrats,0
dunce,0
,0
how long until the tsunami gets blamed on trump,1
i can t believe trump s tsunami response,1
he should take a swim,0
you mean biden or obama trump and elon cut every vital program for tax cuts for the wealthy,0
trump will blame it on biden and obama,0
omglamaolol well they are at fault,0
release the epstein list,0
i wonder if this tsunami will bring the epstein files,1
have you ever considered getting a life,0
everyone can make jokes now but what if the west coast were flooded better safe than sorry and thank the lord above it didn t happen,1
off a 8 8 distraction,0
old news,0
bet they feared guam was going to capsize too have they begun building retaining walls around hawaii yet oceans are rising guam s about to capsize and all the rest of it,0
go ahead laugh when a real big one hits and thousands of lives are lost who are you going to blame ooh we weren t warned remember a hurricane called camille look it up that is what happens when signs are ignored katrina was ignored in louisiana look what happened,0
its not right that epstein stole young girls from trump the gop has strict rules governing etiquette for their raving pedoes,0
they hyping it up now what happens when something really happens with no fema,0
watch the left be like we didn t get any warnings like texas,1
why is there no alerts in texas to protect children camping,0
exactly,0
because the local politicians didn t want to pay for it look it up,0
because it s a flood that happened in minutes not a predictable wave that happens in 6 hours you dipshit,1
because they already got flooded out,1
texas is a welfare state,0
red states are poor california would have to send them money to pay for it texas can t even keep their power grid up,0
there were warnings the day before,1
they were intercepted by people with bad i intentions,0
they knew about this for days and nobody called or told them you don t need an alarm when you have so much time for a heads up people just refused to signal the alarm which would ve happened if they just refuse to call and let the people know or send someone there to let the people know they should evacuate or just have any of the people there are watch the weather one time at some point this would ve just been avoided if anybody would ve done anything but nobody did so clearly nobody knew to do it,1
